<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
AAPL,0,20160125,093337,100.950000000,100
AAPL,0,20160125,093337,100.950000000,100
AAPL,0,20160125,093337,100.950000000,100
AAPL,0,20160125,093337,100.950000000,2000
AAPL,0,20160125,093338,100.970000000,100
AAPL,0,20160125,093338,101.010000000,100
AAPL,0,20160125,093338,101.020000000,100
AAPL,0,20160125,093338,101.020000000,100
AAPL,0,20160125,093338,101.020000000,200
AAPL,0,20160125,093338,101.030000000,100
AAPL,0,20160125,093338,101.050000000,100
AAPL,0,20160125,093338,101.060000000,100
AAPL,0,20160125,093338,101.050000000,100
AAPL,0,20160125,093338,101.050000000,100
AAPL,0,20160125,093338,101.080000000,100
AAPL,0,20160125,093338,101.070000000,100
AAPL,0,20160125,093338,101.090000000,100
AAPL,0,20160125,093338,101.090000000,100
AAPL,0,20160125,093338,101.080000000,100
AAPL,0,20160125,093338,101.100000000,100
AAPL,0,20160125,093340,101.050000000,100
AAPL,0,20160125,093340,101.050000000,100
AAPL,0,20160125,093340,101.050000000,100
AAPL,0,20160125,093344,101.040000000,100
AAPL,0,20160125,093345,101.040000000,100
AAPL,0,20160125,093346,101.040000000,100
AAPL,0,20160125,093346,101.030000000,100
AAPL,0,20160125,093346,101.020000000,100
AAPL,0,20160125,093347,101.020000000,100
AAPL,0,20160125,093347,101.010000000,100
AAPL,0,20160125,093347,101.010000000,100
AAPL,0,20160125,093347,101.010000000,100
AAPL,0,20160125,093348,101.010000000,100
AAPL,0,20160125,093349,101.040000000,100
AAPL,0,20160125,093350,101.020000000,100
AAPL,0,20160125,093350,101.010000000,100
AAPL,0,20160125,093350,101.010000000,100
AAPL,0,20160125,093350,101.010000000,100
AAPL,0,20160125,093353,101.000000000,300
AAPL,0,20160125,093353,101.000000000,200
AAPL,0,20160125,093353,101.000000000,150
AAPL,0,20160125,093353,101.000000000,100
AAPL,0,20160125,093353,101.000000000,133
AAPL,0,20160125,093353,101.000000000,200
AAPL,0,20160125,093355,101.000000000,100
AAPL,0,20160125,093356,101.010000000,100
AAPL,0,20160125,093356,101.030000000,100
AAPL,0,20160125,093357,101.050000000,100
AAPL,0,20160125,093357,101.080000000,100
AAPL,0,20160125,093357,101.090000000,100
AAPL,0,20160125,093357,101.100000000,400
AAPL,0,20160125,093357,101.140000000,100
AAPL,0,20160125,093357,101.120000000,100
AAPL,0,20160125,093357,101.150000000,100
AAPL,0,20160125,093357,101.150000000,100
AAPL,0,20160125,093357,101.150000000,100
