<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
GAZP,0,20160126,100001,130.780000000,1810
GAZP,0,20160126,100001,130.830000000,1900
GAZP,0,20160126,100001,130.840000000,100
GAZP,0,20160126,100001,130.840000000,100
GAZP,0,20160126,100001,130.840000000,100
GAZP,0,20160126,100001,130.840000000,100
GAZP,0,20160126,100001,130.840000000,1000
GAZP,0,20160126,100001,130.840000000,500
GAZP,0,20160126,100001,130.710000000,10
GAZP,0,20160126,100001,130.710000000,40
GAZP,0,20160126,100001,130.540000000,100
GAZP,0,20160126,100001,130.530000000,10
GAZP,0,20160126,100001,130.530000000,50
GAZP,0,20160126,100001,130.990000000,500
GAZP,0,20160126,100001,130.530000000,50
GAZP,0,20160126,100001,130.530000000,4880
GAZP,0,20160126,100001,130.520000000,50
GAZP,0,20160126,100001,130.520000000,10
GAZP,0,20160126,100001,130.520000000,660
GAZP,0,20160126,100001,130.700000000,700
GAZP,0,20160126,100001,130.520000000,8000
GAZP,0,20160126,100001,130.550000000,200
GAZP,0,20160126,100001,130.550000000,200
GAZP,0,20160126,100001,130.550000000,500
GAZP,0,20160126,100002,130.550000000,20
GAZP,0,20160126,100002,130.550000000,10
GAZP,0,20160126,100002,130.520000000,900
GAZP,0,20160126,100002,130.520000000,250
GAZP,0,20160126,100002,130.520000000,190
GAZP,0,20160126,100002,130.520000000,60
GAZP,0,20160126,100002,130.550000000,1500
GAZP,0,20160126,100002,130.520000000,140
GAZP,0,20160126,100002,130.520000000,1120
GAZP,0,20160126,100002,130.550000000,330
GAZP,0,20160126,100002,130.520000000,300
GAZP,0,20160126,100002,130.550000000,300
GAZP,0,20160126,100002,130.540000000,430
GAZP,0,20160126,100002,130.520000000,70
GAZP,0,20160126,100002,130.550000000,10
GAZP,0,20160126,100002,130.550000000,4930
GAZP,0,20160126,100002,130.700000000,200
GAZP,0,20160126,100002,130.530000000,370
GAZP,0,20160126,100002,130.520000000,10
GAZP,0,20160126,100002,130.510000000,120
GAZP,0,20160126,100002,130.520000000,10
GAZP,0,20160126,100002,130.520000000,290
GAZP,0,20160126,100002,130.510000000,210
GAZP,0,20160126,100002,130.510000000,500
GAZP,0,20160126,100002,130.700000000,990
GAZP,0,20160126,100002,130.700000000,2010
GAZP,0,20160126,100002,130.820000000,600
GAZP,0,20160126,100002,130.530000000,100
GAZP,0,20160126,100002,130.510000000,10
GAZP,0,20160126,100002,130.800000000,3790
GAZP,0,20160126,100002,130.530000000,40
GAZP,0,20160126,100002,130.790000000,40
GAZP,0,20160126,100002,130.520000000,40
GAZP,0,20160126,100002,130.510000000,60
GAZP,0,20160126,100002,130.510000000,10
GAZP,0,20160126,100002,130.510000000,20
GAZP,0,20160126,100002,130.590000000,10
GAZP,0,20160126,100002,130.790000000,50
GAZP,0,20160126,100002,130.690000000,50
GAZP,0,20160126,100002,130.690000000,1470
GAZP,0,20160126,100002,130.530000000,50
GAZP,0,20160126,100002,130.520000000,530
GAZP,0,20160126,100002,130.510000000,420
GAZP,0,20160126,100002,130.520000000,2500
GAZP,0,20160126,100002,130.510000000,650
GAZP,0,20160126,100002,130.510000000,200
GAZP,0,20160126,100002,130.500000000,100
GAZP,0,20160126,100002,130.500000000,10
GAZP,0,20160126,100002,130.500000000,60
GAZP,0,20160126,100002,130.500000000,150
GAZP,0,20160126,100002,130.500000000,300
GAZP,0,20160126,100002,130.500000000,50
GAZP,0,20160126,100002,130.500000000,1000
GAZP,0,20160126,100002,130.500000000,30
GAZP,0,20160126,100002,130.480000000,200
GAZP,0,20160126,100002,130.470000000,50
GAZP,0,20160126,100002,130.460000000,10
GAZP,0,20160126,100002,130.450000000,50
GAZP,0,20160126,100002,130.430000000,20
GAZP,0,20160126,100002,130.430000000,500
GAZP,0,20160126,100002,130.420000000,510
GAZP,0,20160126,100002,130.420000000,400
GAZP,0,20160126,100002,130.420000000,100
GAZP,0,20160126,100002,130.420000000,50
GAZP,0,20160126,100002,130.420000000,140
GAZP,0,20160126,100002,130.420000000,10
GAZP,0,20160126,100002,130.420000000,500
GAZP,0,20160126,100002,130.420000000,60
GAZP,0,20160126,100003,130.790000000,10
GAZP,0,20160126,100003,130.770000000,150
GAZP,0,20160126,100003,130.690000000,200
GAZP,0,20160126,100003,130.690000000,200
GAZP,0,20160126,100003,130.690000000,200
GAZP,0,20160126,100003,130.540000000,50
GAZP,0,20160126,100003,130.410000000,550
GAZP,0,20160126,100003,130.410000000,300
GAZP,0,20160126,100003,130.740000000,150
GAZP,0,20160126,100003,130.770000000,220
GAZP,0,20160126,100003,130.490000000,100
GAZP,0,20160126,100003,130.840000000,1000
GAZP,0,20160126,100003,130.690000000,200
GAZP,0,20160126,100003,130.480000000,190
GAZP,0,20160126,100003,130.480000000,100
GAZP,0,20160126,100003,130.840000000,2500
GAZP,0,20160126,100003,130.840000000,690
GAZP,0,20160126,100003,130.960000000,70
GAZP,0,20160126,100003,130.990000000,10
GAZP,0,20160126,100003,130.990000000,7630
GAZP,0,20160126,100003,130.990000000,7640
GAZP,0,20160126,100003,131.000000000,580
GAZP,0,20160126,100003,131.000000000,880
GAZP,0,20160126,100003,130.990000000,5000
GAZP,0,20160126,100003,131.000000000,25000
GAZP,0,20160126,100003,130.490000000,300
GAZP,0,20160126,100003,130.490000000,100
GAZP,0,20160126,100003,130.480000000,1100
GAZP,0,20160126,100004,130.700000000,200
GAZP,0,20160126,100004,130.770000000,200
GAZP,0,20160126,100004,130.920000000,800
GAZP,0,20160126,100004,130.700000000,40
GAZP,0,20160126,100004,130.700000000,10
GAZP,0,20160126,100004,130.700000000,10
GAZP,0,20160126,100004,130.910000000,200
GAZP,0,20160126,100004,130.700000000,240
GAZP,0,20160126,100004,130.660000000,700
GAZP,0,20160126,100004,130.480000000,1320
GAZP,0,20160126,100004,130.470000000,300
GAZP,0,20160126,100004,130.400000000,10
GAZP,0,20160126,100004,130.380000000,7640
GAZP,0,20160126,100004,130.370000000,50
GAZP,0,20160126,100004,130.370000000,7340
GAZP,0,20160126,100004,130.360000000,2000
GAZP,0,20160126,100004,130.350000000,150
GAZP,0,20160126,100004,130.350000000,150
GAZP,0,20160126,100004,130.340000000,100
GAZP,0,20160126,100004,130.470000000,700
GAZP,0,20160126,100004,130.470000000,1300
GAZP,0,20160126,100004,130.850000000,70
GAZP,0,20160126,100004,130.500000000,500
GAZP,0,20160126,100004,130.840000000,40
GAZP,0,20160126,100004,130.850000000,4460
GAZP,0,20160126,100004,130.530000000,240
GAZP,0,20160126,100005,130.540000000,400
GAZP,0,20160126,100005,130.720000000,460
GAZP,0,20160126,100005,130.720000000,140
GAZP,0,20160126,100005,130.540000000,30
GAZP,0,20160126,100005,130.560000000,300
GAZP,0,20160126,100005,130.590000000,300
GAZP,0,20160126,100005,130.910000000,380
GAZP,0,20160126,100005,130.900000000,2000
GAZP,0,20160126,100005,130.540000000,500
GAZP,0,20160126,100005,130.540000000,40
GAZP,0,20160126,100005,130.530000000,460
GAZP,0,20160126,100005,130.570000000,20
GAZP,0,20160126,100005,130.950000000,80
GAZP,0,20160126,100005,130.570000000,180
GAZP,0,20160126,100005,130.470000000,120
GAZP,0,20160126,100005,130.470000000,10
GAZP,0,20160126,100005,130.470000000,570
GAZP,0,20160126,100005,130.470000000,40
GAZP,0,20160126,100005,130.470000000,200
GAZP,0,20160126,100006,130.560000000,130
GAZP,0,20160126,100006,130.560000000,200
GAZP,0,20160126,100006,130.560000000,200
GAZP,0,20160126,100006,130.550000000,100
GAZP,0,20160126,100006,130.480000000,480
GAZP,0,20160126,100006,130.480000000,20
GAZP,0,20160126,100006,130.690000000,10
GAZP,0,20160126,100006,130.690000000,440
GAZP,0,20160126,100006,130.740000000,60
GAZP,0,20160126,100007,130.680000000,20
GAZP,0,20160126,100007,130.510000000,200
GAZP,0,20160126,100007,130.500000000,800
GAZP,0,20160126,100008,130.600000000,200
GAZP,0,20160126,100008,130.600000000,170
GAZP,0,20160126,100008,130.590000000,30
GAZP,0,20160126,100008,130.690000000,180
GAZP,0,20160126,100008,130.700000000,580
GAZP,0,20160126,100008,130.690000000,100
GAZP,0,20160126,100008,130.700000000,30
GAZP,0,20160126,100008,130.700000000,3000
GAZP,0,20160126,100008,130.700000000,100
GAZP,0,20160126,100009,130.700000000,50
GAZP,0,20160126,100009,130.700000000,10
GAZP,0,20160126,100009,130.700000000,500
GAZP,0,20160126,100009,130.620000000,200
GAZP,0,20160126,100009,130.620000000,200
GAZP,0,20160126,100009,130.620000000,110
GAZP,0,20160126,100009,130.700000000,230
GAZP,0,20160126,100010,130.660000000,80
GAZP,0,20160126,100010,130.700000000,10
GAZP,0,20160126,100010,130.610000000,400
GAZP,0,20160126,100010,130.600000000,10
GAZP,0,20160126,100010,130.580000000,50
GAZP,0,20160126,100010,130.560000000,230
GAZP,0,20160126,100010,130.550000000,310
GAZP,0,20160126,100010,130.560000000,700
GAZP,0,20160126,100010,130.550000000,300
GAZP,0,20160126,100010,130.700000000,10
GAZP,0,20160126,100011,130.700000000,480
GAZP,0,20160126,100011,130.750000000,20
GAZP,0,20160126,100011,130.710000000,120
GAZP,0,20160126,100011,130.680000000,50
GAZP,0,20160126,100011,130.680000000,190
GAZP,0,20160126,100011,130.680000000,40
GAZP,0,20160126,100011,130.680000000,10
GAZP,0,20160126,100011,130.620000000,10
GAZP,0,20160126,100011,130.680000000,10
GAZP,0,20160126,100011,130.680000000,180
GAZP,0,20160126,100011,130.710000000,200
GAZP,0,20160126,100011,130.690000000,300
GAZP,0,20160126,100012,130.750000000,400
GAZP,0,20160126,100012,130.750000000,20
GAZP,0,20160126,100013,130.750000000,200
GAZP,0,20160126,100013,130.750000000,500
GAZP,0,20160126,100013,130.750000000,360
GAZP,0,20160126,100013,130.760000000,10
GAZP,0,20160126,100014,130.840000000,10
GAZP,0,20160126,100014,130.890000000,400
GAZP,0,20160126,100014,130.900000000,50
GAZP,0,20160126,100014,130.910000000,250
GAZP,0,20160126,100014,130.840000000,200
GAZP,0,20160126,100014,130.900000000,70
GAZP,0,20160126,100014,130.930000000,720
