<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
MMM,0,20160126,102538,144.420000000,100
MMM,0,20160126,102543,144.410000000,100
MMM,0,20160126,102554,144.400000000,100
MMM,0,20160126,102601,144.425000000,100
MMM,0,20160126,102602,144.420000000,200
MMM,0,20160126,102608,144.400000000,100
MMM,0,20160126,102608,144.400000000,100
MMM,0,20160126,102608,144.395000000,100
MMM,0,20160126,102610,144.345000000,100
MMM,0,20160126,102631,144.365000000,100
MMM,0,20160126,102634,144.340000000,100
MMM,0,20160126,102634,144.330000000,100
MMM,0,20160126,102658,144.365000000,100
MMM,0,20160126,102659,144.380000000,100
MMM,0,20160126,102700,144.350000000,100
MMM,0,20160126,102702,144.355000000,100
MMM,0,20160126,102702,144.355000000,100
MMM,0,20160126,102734,144.300000000,100
MMM,0,20160126,102736,144.260000000,100
MMM,0,20160126,102758,144.290000000,100
MMM,0,20160126,102758,144.310000000,100
MMM,0,20160126,102800,144.310000000,100
MMM,0,20160126,102800,144.310000000,100
MMM,0,20160126,102806,144.260000000,100
MMM,0,20160126,102807,144.180000000,100
MMM,0,20160126,102807,144.180000000,100
MMM,0,20160126,102817,144.245000000,300
MMM,0,20160126,102818,144.235000000,100
MMM,0,20160126,102824,144.225000000,100
MMM,0,20160126,102830,144.225000000,100
MMM,0,20160126,102857,144.200000000,100
MMM,0,20160126,102901,144.180000000,100
MMM,0,20160126,102901,144.180000000,100
MMM,0,20160126,102914,144.160000000,100
MMM,0,20160126,102914,144.160000000,100
MMM,0,20160126,102914,144.160000000,100
MMM,0,20160126,102922,144.210000000,100
MMM,0,20160126,102925,144.210000000,100
MMM,0,20160126,102929,144.215000000,100
MMM,0,20160126,102930,144.215000000,100
MMM,0,20160126,102930,144.230000000,100
MMM,0,20160126,102931,144.230000000,100
MMM,0,20160126,102931,144.230000000,500
MMM,0,20160126,102931,144.230000000,300
MMM,0,20160126,102932,144.245000000,100
MMM,0,20160126,102939,144.305000000,100
MMM,0,20160126,102939,144.305000000,100
MMM,0,20160126,102939,144.305000000,100
MMM,0,20160126,102939,144.305000000,100
MMM,0,20160126,102940,144.300000000,100
MMM,0,20160126,102944,144.330000000,100
MMM,0,20160126,102944,144.330000000,100
MMM,0,20160126,102944,144.310000000,100
MMM,0,20160126,102951,144.275000000,100
MMM,0,20160126,103005,144.280000000,100
MMM,0,20160126,103005,144.275000000,100
MMM,0,20160126,103005,144.270000000,100
MMM,0,20160126,103017,144.240000000,100
MMM,0,20160126,103017,144.250000000,100
MMM,0,20160126,103020,144.230000000,100
MMM,0,20160126,103033,144.280000000,100
MMM,0,20160126,103033,144.290000000,100
MMM,0,20160126,103033,144.290000000,100
MMM,0,20160126,103033,144.290000000,100
MMM,0,20160126,103033,144.290000000,100
